name,ra,dec,sn_type,max_epoch,max_mag,max_mag_flag,max_mag_band,redshift,radial_velocity,mult_sn_flag,unconfirmed_flag,galaxy_name,galaxy_ra_j2000,galaxy_dec_j2000,lii,bii,position_flag,morph_type,t_type,inclination,position_angle,redshift_flag,galaxy_app_mag_flag,galaxy_app_mag,log_diameter,ra_offset,ra_offset_dir,dec_offset,dec_offset_flag,dec_offset_dir,max_epoch_flag,
SN 1992al,20 45 56.45,-51 23 40.0,Ia,1992-08-03,14.59,,B,,4377,,,E234-G69,20 45 54,-51 23 32,347.33689,-38.48983,,SBc:,5.1,75,111,,,14.13,1.36,19.00,E,12.00,,S,,
SN 1995U,20 54 40.62,-51 22 26.8,Ia,1995-07-29,18.00,D,,,16680,,,E235-G13,20 54 42,-51 22 21,347.22649,-39.85029,,,,33,,,,15.46,0.76,,,,,,D,
SN 2010jb,01 04 07.68,-51 08 05.4,Ia,2010-10-30,15.60,D,,,7670,,,IC1615,01 04 07,-51 07 59,298.05835,-65.87317,,SBbc,-4.2,63,143,,,14.51,1.10,6.00,E,6.00,,S,D,
SN 2011id,02 57 40.49,-51 02 28.1,Ia,2011-11-01,18.20,D,,,,,,A025740-5102,02 57 40,-51 02 28,266.61733,-56.24273,,,,,,,,,,6.90,E,4.90,,S,D,
SN 1998X,19 11 23.19,-50 38 33.8,II,1998-03-13,17.00,D,R,,3252,Y,,NGC6754,19 11 25,-50 38 31,346.54915,-23.68033,,SBb,3.0,60,80,,,12.89,1.28,23.80,W,3.10,,S,D,
SN 2005cu,19 11 24.51,-50 38 28.8,II,2005-07-10,16.10,D,,,3252,Y,,NGC6754,19 11 25,-50 38 31,346.55157,-23.68336,,SBb,3.0,60,80,,,12.89,1.28,12.00,W,3.00,,N,D,
SN 1998dq,19 11 23.78,-50 38 25.5,Ia,1998-08-23,14.30,D,,,3252,Y,,NGC6754,19 11 25,-50 38 31,346.55201,-23.68126,,SBb,3.0,60,80,,,12.89,1.28,18.70,W,5.00,,N,D,
SN 2000do,19 11 26.19,-50 38 24.5,Ia,2000-09-30,15.60,D,,,3252,Y,,NGC6754,19 11 25,-50 38 31,346.55405,-23.68735,,SBb,3.0,60,80,,,12.89,1.28,4.50,E,7.60,,N,D,
SN 2013L,11 45 29.55,-50 35 53.1,IIn,2013-01-22,15.60,D,,,5090,,,E216-G39,11 45 27,-50 35 29,292.36087,10.91519,,Sab,2.2,68,157,,,15.09,1.15,20.00,E,24.00,,S,D,
SN 1976O,20 23 24.81,-50 32 29.6,,1976-08-19,16.00,D,,,5298,,?,E234-G16,20 23 25,-50 32 43,348.47953,-34.95984,,Sc,5.1,41,64,,,14.52,1.10,6.00,W,14.00,,N,D,
SN 1992au,00 10 40.27,-49 56 43.3,Ia,1992-07-28,18.17,,B,,18420,,,A001040-4956,00 10 40,-49 56 43,319.11260,-65.88266,,E1,,,,,,,,21.00,E,9.00,,N,,
SN 2005ae,07 58 15.84,-49 51 19.9,IIb,2005-02-01,17.50,D,,,1108,,,E209-G09,07 58 15,-49 51 06,264.01566,-10.58048,,SBcd:,6.0,82,152,,,12.44,1.79,13.50,E,13.90,,S,D,
SN 1998cv,22 09 46.29,-49 47 43.0,Ic,1998-06-24,17.50,D,B,,8102,,,E237-G42,22 09 46,-49 47 56,345.50140,-51.78125,,S:,5.0,55,48,,,14.64,0.95,5.00,E,12.70,,N,D,
SN 2013gk,18 42 13.03,-49 44 37.0,IIb,2013-10-28,16.80,D,,,5316,,,E230-G06,18 42 12,-49 44 43,345.98803,-18.95686,,SBc: pec,5.0,46,,,,14.96,1.12,11.00,E,6.00,,N,D,
SN 2003bx,05 25 04.00,-49 36 12.1,,2003-03-03,20.80,D,V,,,,,A052504-4936,05 25 04,-49 36 12,256.29160,-34.02301,,,,,,,,,,1.90,W,1.00,,S,D,
SN 2015S,00 31 26.07,-49 35 33.6,II P,2015-07-22,17.10,D,,,6570,Y,,E194-G24,00 31 25,-49 35 20,311.31938,-67.20855,,Sc,5.0,56,54,,,14.50,1.03,8.10,E,10.00,,S,D,
SN 1982P,00 31 25.00,-49 35 20.0,,1982-08-18,18.00,D,,,6570,Y,?,E194-G24,00 31 25,-49 35 20,311.32865,-67.21167,G,Sc,5.0,56,54,,,14.50,1.03,10.00,W,14.00,,S,D,
SN 2005af,13 04 44.06,-49 33 59.8,II P,2005-02-08,12.80,D,,,581,Y,,NGC4945,13 05 27,-49 28 06,305.14606,13.24797,,SBcd:,6.0,79,43,,,9.27,2.30,407.00,W,351.00,,S,D,
SN 2011ja,13 05 11.09,-49 31 27.1,II P,2011-12-18,14.00,D,,,581,Y,,NGC4945,13 05 27,-49 28 06,305.22338,13.28638,,SBcd:,6.0,79,43,,,9.27,2.30,152.00,W,200.00,,S,D,
SN 2010bp,14 12 07.89,-49 23 43.3,Ia,2010-04-13,15.20,D,,,2900,,,E221-G32,14 12 10,-49 23 22,316.16771,11.39141,,Sc pec,4.8,32,0,,,12.80,1.34,12.00,W,21.00,,S,D,
SN 2007pl,06 05 10.80,-49 17 59.1,Ia,2007-11-05,15.20,D,,,8647,,,E205-G18,06 05 11,-49 18 00,256.84710,-27.51891,,Sbc,4.3,42,147,,,14.54,1.08,0.90,E,0.10,,S,D,
SN 2002ba,05 14 37.33,-49 07 44.4,,2002-02-15,23.60,D,V,,,,,A051437-4907,05 14 37,-49 07 44,255.62787,-35.70216,,,,,,,,,,,,,,,D,
SN 2002bb,05 15 06.05,-48 59 51.1,,2002-02-15,24.10,D,B,,,,,A051506-4859,05 15 06,-48 59 51,255.46895,-35.61994,,,,,,,,,,,,,,,D,
SN 2012cj,13 28 43.43,-48 54 35.6,II P,2012-05-18,17.60,D,,,2981,,,NGC5156,13 28 44,-48 55 00,309.21751,13.50627,,SBb,3.5,32,115,,,12.49,1.37,7.00,W,25.00,,N,D,
SN 2002bc,05 16 16.63,-48 53 23.0,,2002-02-15,23.80,D,R,,,,,A051616-4853,05 16 16,-48 53 23,255.34449,-35.42329,,,,,,,,,,,,,,,D,
SN 1998dr,00 09 30.68,-48 50 39.1,Ia,1998-08-28,18.00,D,B,,,,,A000930-4850,00 09 30,-48 50 39,320.63770,-66.81756,,S,,,,,,,,,,0.70,,N,D,
SN 2011bx,04 42 12.57,-48 44 12.6,Ia,2011-04-02,17.10,D,,,17400,,,A044212-4844,04 42 12,-48 44 12,255.29098,-41.03080,,,,,,,,,,2.00,W,1.00,,S,D,
SN 1999co,21 03 19.12,-14 32 49.0,II,1999-06-18,17.40,D,,,9260,,,A210319-1432,21 03 19,-14 32 49,34.10661,-35.68566,,,,,,,,,,,,,,,D,
SN 2010aa,01 48 43.21,-48 39 00.7,,2010-02-09,16.40,D,,,6256,Y,,NGC 692,01 48 42,-48 38 54,279.45416,-65.78420,,SBbc:,4.0,29,84,,,13.25,1.32,11.00,E,7.00,,S,D,
SN 2007st,01 48 42.47,-48 38 57.8,Ia,2007-12-22,15.00,D,,,6256,Y,,NGC 692,01 48 42,-48 38 54,279.45729,-65.78597,,SBbc:,4.0,29,84,,,13.25,1.32,4.00,E,4.00,,S,D,
SN 1994Z,00 21 16.55,-48 37 49.6,II,1994-10-02,14.60,D,,,3546,,,NGC  87,00 21 14,-48 37 42,316.15372,-67.71620,,Irr,10.0,40,,,,14.63,0.94,36.00,E,12.00,,S,D,
SN 1985M,22 08 30.00,-48 30 00.0,,1985-06-16,,,,,,,,A220830-4830,22 08 30,-48 30,347.58823,-52.03346,G,,,,,,,,,1.00,W,8.00,,S,D,
SN 2009aj,13 56 45.33,-48 29 36.2,II,2009-02-24,14.50,D,,,2844,,,E221-G18,13 56 45,-48 29 50,313.95521,12.97537,,Sab,2.2,36,128,,,14.63,0.96,3.60,E,13.80,,N,D,
SN 2010ls,13 40 51.56,-48 23 03.1,IIb,2010-12-29,16.20,D,,,,,,A134051-4823,13 40 51,-48 23 03,311.34191,13.67889,,,,,,,,,,,,,,,D,
SN 2012bl,20 23 55.28,-48 21 17.3,Ia,2012-03-26,15.40,D,,,5552,,,E234-G19,20 23 51,-48 21 32,351.14969,-34.95797,,Sbc:,4.0,81,69,,,15.25,1.19,42.90,E,14.60,,N,D,
SN 2005dn,20 11 11.73,-48 16 35.5,II,2005-08-27,15.00,D,,,3186,,,NGC6861F,20 11 12,-48 16 34,351.06189,-32.84218,,SBdm?,8.0,80,86,,,14.83,1.20,0.20,E,5.60,,S,D,
SN 2012fw,21 01 58.99,-48 16 25.9,Ia,2012-08-19,15.30,D,,,5589,,,E235-G37,21 02 00,-48 16 28,351.16462,-41.28261,,S0/a,-0.4,63,151,,,15.52,1.03,7.00,W,2.00,,N,D,
SN 2003ho,21 06 30.56,-48 07 29.9,II,2003-07-31,18.60,D,,,4308,,,E235-G58,21 06 29,-48 07 15,351.28303,-42.04627,,SBd,7.0,47,120,,,15.58,1.38,22.00,E,15.00,,S,D,
SN 2014dc,03 30 55.11,-47 58 51.1,II P,2014-09-04,17.00,D,,,6726,,,IC1949,03 30 53,-47 58 45,257.78636,-52.74881,,SBc,4.6,34,27,,,13.67,1.03,23.00,E,6.00,,S,D,
SN 2012hs,09 49 14.71,-47 54 45.6,II,2012-12-15,14.50,D,,,1761,,,E213-G02,09 49 17,-47 55 14,274.24823,4.55154,,S0 pec,-1.5,32,10,,,13.20,1.15,18.30,W,26.90,,N,D,
SN 2008ge,04 08 24.68,-47 53 47.4,Ia pec,2008-10-08,12.80,D,,,1001,,,NGC1527,04 08 24,-47 53 50,255.14483,-46.70832,,S0,-2.7,68,78,,,11.74,1.57,5.40,E,2.00,,N,D,
SN 2014O,10 06 47.53,-47 41 28.5,II P,2014-02-02,16.00,D,,,3996,,,E263-G04,10 06 46,-47 41 46,276.44862,6.53467,,SBa,1.0,51,106,,,14.49,1.09,14.00,E,18.00,,N,D,
SN 1992L,07 35 36.32,-47 16 51.0,,1992-03-03,20.00,D,R,,,Y,,A073536-4716,07 35 36,-47 16 51,259.89496,-12.67189,,S,,,,,,,,6.30,W,4.80,,S,D,
SN 1982Z,07 35 38.05,-47 16 47.5,,1982-02-12,19.00,D,,,,Y,?,A073538-4716,07 35 38,-47 16 47,259.89630,-12.66707,,S,,,,,,,,11.50,E,1.20,,S,D,
SN 2007bl,22 48 05.44,-47 13 54.3,,2007-04-18,16.50,D,,,,,,E239-G01,22 48 07,-47 14 13,344.86430,-58.60972,,Scd,6.6,82,133,,,16.58,1.05,18.90,W,21.60,,N,D,
SN 1983L,21 15 10.12,-47 13 37.9,Ia,1983-05-01,14.50,:,B,,4934,Y,,NGC7038,21 15 08,-47 13 14,352.31457,-43.58181,,SBc,5.0,65,127,,,12.62,1.53,26.00,E,24.00,,S,:,
SN 2010dx,21 15 11.09,-47 13 34.3,II,2010-06-08,17.40,D,,,4934,Y,,NGC7038,21 15 08,-47 13 14,352.31556,-43.58464,,SBc,5.0,65,127,,,12.62,1.53,36.40,E,20.20,,S,D,
SN 1985P,03 42 06.33,-47 12 36.1,II P,1985-10-10,13.50,,V,,1074,,,NGC1433,03 42 01,-47 13 17,255.66630,-51.18509,,SBab,2.0,24,,,,10.78,1.78,49.00,E,42.00,,N,,
SN 2008eu,22 16 44.39,-47 07 12.6,II,2008-08-09,15.60,D,,,3022,,,E289-G10,22 16 44,-47 07 07,348.98071,-53.79774,,SBcd,6.7,80,122,,,14.86,1.30,22.00,E,9.00,,S,D,
SN 2008dy,00 10 46.05,-47 04 10.6,II,2008-07-01,17.50,D,R,,9353,,,E241-G23,00 10 45,-47 04 30,322.09757,-68.51641,,Sab,2.1,61,163,,,13.92,1.26,5.70,E,17.50,,N,D,
SN 2008da,20 00 57.41,-47 04 02.7,II,2008-06-07,17.30,D,,,6356,,,NGC6845A,20 00 58,-47 04 12,352.24646,-30.99252,,SBb,3.0,63,48,,,13.65,1.35,10.30,W,9.30,,N,D,
SN 2010iy,18 36 36.91,-47 03 15.7,,2010-10-18,17.70,D,,,6900,,,E281-G14,18 36 37,-47 03 15,348.28505,-17.13301,,SBb,3.0,52,57,,,14.44,1.05,3.10,W,0.50,,S,D,
SN 2013fy,21 37 27.13,-47 01 55.6,Ia,2013-10-25,16.50,D,,,9254,,,E287-G40,21 37 28,-47 02 09,351.83264,-47.36106,,Sbc pec:,3.7,37,119,,,14.25,1.07,11.00,W,14.00,,N,D,
SN 2009lc,21 36 50.46,-46 57 33.7,,2009-11-14,17.70,D,,,,,,A213650-4657,21 36 50,-46 57 33,351.96539,-47.27132,,,,,,,,,,10.00,W,18.00,,N,D,
SN 2011kl,00 57 22.64,-46 48 03.6,SLSN,2011-12-14,18.10,D,,0.6770,,,,A005722-4648,00 57 22,-46 48 03,299.91670,-70.29246,,,,,,,,,,,,,,,D,
SN 2010fy,05 24 52.46,-46 46 37.1,Ia,2010-07-07,17.70,D,,,14700,,,A052452-4646,05 24 52,-46 46 37,252.89074,-33.85193,,,,,,,,,,9.00,E,9.00,,N,D,
SN 2009id,19 16 34.25,-46 41 20.3,II,2009-08-11,16.60,D,,,5326,,,E282-G32,19 16 35,-46 41 29,350.95840,-23.49112,,S0/a,,72,142,,,15.47,1.12,11.00,W,8.00,,N,D,
SN 2012bc,10 58 14.99,-46 34 31.5,Ia,2012-02-03,17.80,D,,,,,,A105814-4634,10 58 14,-46 34 31,283.47449,11.97583,,,,,,,,,,,,,,,D,
SN 2014at,21 46 14.82,-46 31 21.1,Ia,2014-04-20,16.30,D,,,9588,,,NGC7119B,21 46 15,-46 31 07,352.15366,-48.93615,,Sc,5.0,63,22,,,14.09,0.77,7.00,W,16.00,,S,D,
SN 1997du,00 10 25.43,-46 29 30.9,II,1997-10-30,18.00,D,B,,6003,,,E241-G22,00 10 25,-46 29 31,322.93858,-69.01078,,SBbc,4.0,65,69,,,14.23,1.10,10.50,W,4.60,,N,D,
SN 1992K,13 10 04.20,-46 26 30.3,Ia pec,1992-02-22,16.30,,B,,3110,,,E269-G57,13 10 04,-46 26 10,306.27451,16.30904,,SBab,1.9,44,54,,,12.46,1.52,1.90,W,15.40,,S,,
SN 1992ay,04 30 19.00,-46 24 07.0,IIn,1992-09-20,18.50,D,,,18600,,,A043019-4624,04 30 19,-46 24 07,252.36255,-43.21190,,,,,,,,,,6.00,E,6.00,,N,D,
SN 1991ah,22 10 06.00,-46 19 27.0,IIn,1991-06-09,18.50,D,,,11100,,,A221009-4619,22 10 06,-46 19 27,350.84726,-52.96760,G,,,,,,,,,5.00,W,6.00,,N,D,
SN 1985D,10 40 39.00,-46 18 59.0,,1985-02-16,18.20,D,B,,6968,,,E264-G32,10 40 39,-46 18 59,280.60818,10.80908,G,Sa,1.3,42,,,,14.66,1.11,1.00,W,5.00,,S,D,
SN 1989Y,21 18 06.35,-46 18 34.1,,1989-08-26,18.90,D,B,,4224,,,E287-G04,21 18 06,-46 18 04,353.51220,-44.17336,,SBb,3.1,81,171,,,14.08,1.21,0.10,E,31.10,,S,D,
SN 2012eb,23 41 38.05,-46 11 03.0,Ib/c,2012-07-14,18.60,D,,0.3980,,,,A234138-4611,23 41 38,-46 11 03,334.26649,-66.46844,,,,,,,,,,,,,,,D,
SN 1982I,20 25 46.00,-46 08 53.0,,1982-06-21,18.50,D,,,,,?,E285-G10,20 25 46,-46 08 53,353.86368,-35.13443,G,Sc,5.0,33,,,,16.66,0.84,10.00,E,10.00,,N,D,
SN 2009el,13 14 20.47,-46 06 44.9,II,2009-05-12,15.30,D,,,3120,,,E269-G74,13 14 23,-46 06 45,307.07011,16.57517,,S,,,,,,,,,,,,,D,
SN 2010hd,22 41 51.84,-46 05 45.4,IIn:,2010-08-07,17.60,D,,,9964,,,E290-G01,22 41 53,-46 05 36,347.72173,-58.17518,,,,24,55,,,14.67,0.80,8.10,W,10.50,,S,D,
SN 1978G,22 20 57.00,-46 02 05.0,IIn,1978-11,12.90,,V,,915,,,IC5201,22 20 57,-46 02 05,350.32038,-54.84231,G,SBc,6.1,61,33,,,11.35,1.91,96.00,W,42.00,,N,:,
SN 1983X,13 21 38.00,-45 55 54.0,,1983-04-06,18.00,D,,,4580,,?,E270-G05,13 21 38,-45 55 54,308.40362,16.61903,G,SBb,2.9,65,132,,,14.28,1.24,18.00,W,10.00,,S,D,
SN 2008O,06 57 34.46,-45 48 44.3,Ia,2008-01-22,17.00,D,,,11649,,,E256-G11,06 57 35,-45 48 43,255.79719,-18.08095,,S0:,-2.0,63,142,,,14.00,1.29,9.60,W,1.30,,S,D,
SN 2014P,10 54 04.00,-45 48 43.6,IIn,2014-02-02,17.80,D,,,5692,,,E264-G49,10 54 05,-45 49 00,282.46641,12.34397,,SB0/a,-1.1,59,162,,,14.50,1.10,1.00,W,17.00,,N,D,
SN 2010im,20 11 31.59,-45 41 57.8,Ia,2010-10-04,16.30,D,,,5400,,,A201131-4541,20 11 31,-45 41 57,354.11570,-32.62663,,,,,,,,,,1.90,E,5.90,,S,D,
SN 2002ge,22 54 21.49,-45 20 26.9,Ia:,2002-10-07,14.10,D,,,2919,,,NGC7400,22 54 20,-45 20 48,347.12621,-60.46277,,Sbc,4.0,78,2,,,13.80,1.42,4.00,E,22.60,,N,D,
SN 2008et,19 32 51.69,-45 13 14.2,II,2008-08-09,16.40,D,,,4211,,,E283-G04,19 32 53,-45 13 37,353.29377,-25.87181,,S0/a,-0.1,71,154,,,14.95,1.17,9.00,W,23.10,,N,D,
SN 2011gx,05 06 05.76,-45 03 00.3,II P,2011-10-03,18.30,D,,,9821,,,E252-G10,05 06 10,-45 02 50,250.49510,-36.98803,,Sab,2.2,37,173,,,14.31,1.20,41.50,W,10.70,,S,D,
SN 1993T,23 10 54.09,-44 58 48.6,Ia,1993-05-26,18.00,D,,,26400,,,A231054-4458,23 10 54,-44 58 48,344.64107,-63.15676,,,,,,,,,,18.50,W,13.50,,N,D,
SN 1997dh,23 45 17.17,-44 56 45.1,Ic,1997-10-20,19.00,D,V,,15000,,,A234517-4456,23 45 17,-44 56 45,335.17939,-67.81613,,,,,,,,,,4.00,SW,,,,D,
SN 2005dc,21 42 22.66,-44 47 21.2,Ia,2005-07-26,15.70,D,,,2487,,,NGC7107,21 42 27,-44 47 35,354.92345,-48.57896,,SBm,8.5,42,126,,,13.30,1.30,41.00,W,9.60,,N,D,
SN 1992bl,23 15 13.25,-44 44 34.5,Ia,1992-11-21,17.34,,B,,13200,,,E291-G11,23 15 12,-44 44 14,344.12880,-63.92489,,SBa,1.0,48,108,,,15.21,0.86,15.00,E,22.00,,S,,
SN 2014df,03 44 23.99,-44 40 08.1,Ib,2014-06-03,14.00,D,,,1167,Y,,NGC1448,03 44 32,-44 38 41,251.56799,-51.41188,,Sc,5.9,79,41,,,11.37,1.89,86.00,W,86.00,,S,D,
SN 2008fw,10 28 55.97,-44 39 55.6,Ia,2008-09-19,14.30,D,,,2582,Y,,NGC3261,10 29 02,-44 39 23,277.95171,11.18438,,SBb,3.0,41,85,,,12.16,1.57,52.00,W,30.00,,S,D,
SN 1997Z,10 29 06.65,-44 39 35.2,II,1997-02-10,15.50,D,R,,2582,Y,,NGC3261,10 29 02,-44 39 23,277.97606,11.20591,,SBb,3.0,41,85,,,12.16,1.57,55.10,E,8.70,,S,D,
SN 1992ar,23 17 28.40,-44 38 53.8,Ic,1992-07-27,20.70,,B,0.1450,,,,A231728-4438,23 17 28,-44 38 53,343.78449,-64.30778,,,,,,,,,,1.50,W,5.30,,S,D,
SN 1983S,03 44 32.00,-44 38 41.0,II,1983-10-06,14.50,D,,,1167,Y,,NGC1448,03 44 32,-44 38 41,251.52207,-51.39376,G,Sc,5.9,79,41,,,11.37,1.89,30.00,E,5.00,,N,D,
SN 2001el,03 44 30.57,-44 38 23.7,Ia,2001-09-30,12.81,,B,,1167,Y,,NGC1448,03 44 32,-44 38 41,251.51596,-51.39891,,Sc,5.9,79,41,,,11.37,1.89,22.00,W,19.00,,N,,
SN 1992as,21 03 54.00,-44 38 00.0,II,1992-08-01,18.50,D,,,7500,,,A210354-4438,21 03 54,-44 38,356.00191,-41.78723,G,,,,,,,,,2.70,W,4.30,,S,D,
SN 2003hn,03 44 36.27,-44 37 50.1,II P,2003-08-25,14.44,,V,,1167,Y,,NGC1448,03 44 32,-44 38 41,251.49566,-51.38434,,Sc,5.9,79,41,,,11.37,1.89,47.00,E,53.00,,N,D,
SN 1998dc,22 20 16.10,-44 33 56.1,,1998-07-05,19.50,D,V,,,,,A222016-4433,22 20 16,-44 33 56,352.81927,-55.18908,,,,,,,,,,24.60,W,3.90,,N,D,
SN 2014ar,11 40 58.90,-44 29 05.7,Ic,2014-04-18,17.60,D,,,3160,,,E266-G15,11 40 56,-44 28 53,289.91285,16.59844,,Sbc,4.0,56,140,,,13.00,1.25,34.80,E,12.70,,S,D,
SN 1997dr,03 18 49.21,-44 28 13.4,,1997-11-07,18.70,D,V,,22500,,,A031849-4428,03 18 49,-44 28 13,253.24487,-55.86139,,,,,,,,,,0.20,E,0.50,,N,D,
SN 2009fj,12 06 22.97,-44 27 34.3,Ia,2009-05-27,13.75,,,,3110,,,E267-G16,12 06 23,-44 26 54,294.51818,17.67492,,Sa:,1.0,17,,,,14.23,1.00,1.70,E,40.10,,S,D,
SN 1978D,23 06 36.00,-44 27 00.0,I,1978-09-23,20.00,D,V,,21000,,,A230636-4427,23 06 36,-44 27,346.52089,-62.78877,G,,,,,,,,,11.00,E,6.00,,S,D,
SN 2014N,02 30 58.91,-44 25 22.3,II P,2014-01-27,18.50,D,,,5127,,,E246-G22,02 31 01,-44 25 35,260.39178,-63.60741,,SBc,5.0,55,135,,,14.77,1.04,13.00,W,13.00,,N,D,
SN 2008ff,20 13 59.96,-44 21 07.8,Ia,2008-08-29,15.50,D,,,5748,,,E284-G32,20 13 56,-44 21 05,355.76953,-32.89435,,SB0/a:,0.0,0,,,,13.70,1.08,39.00,E,1.00,,S,D,
SN 2013aa,14 32 33.88,-44 13 27.8,Ia,2013-02-13,11.90,D,,,1163,,,NGC5643,14 32 41,-44 10 28,321.40295,14.99031,,Sc,5.0,29,88,,,10.74,1.66,74.00,W,180.00,,S,D,
SN 2012ft,20 31 33.45,-44 09 17.3,II,2012-09-22,17.30,D,,,6000,,,A203133-4409,20 31 33,-44 09 17,356.40256,-36.00068,,,,,,:,,,,,,,,,D,
SN 1976L,03 38 45.00,-44 06 00.0,I,1976-10-28,17.00,D,,,1031,,,NGC1411,03 38 45,-44 06 00,251.01958,-52.52021,G,E/S0,-2.9,,6,,,12.16,1.37,170.00,E,0.00,,,D,
SN 1996am,21 46 07.48,-44 00 12.7,Ia,1996-07-12,19.00,D,R,,19500,,,A214607-4400,21 46 07,-44 00 12,355.95026,-49.36060,,,,,,,,,,0.00,,0.00,,,D,
SN 1959G,20 10 40.00,-43 56 06.0,,1959-08-24,15.54,,,,,,,A201040-4356,20 10 40,-43 56 06,356.16502,-32.24597,,,,,,,p,15.60,,4.00,E,4.00,,S,D,
SN 2001db,10 27 50.40,-43 54 21.0,II,2001-01-09,16.27,,K,,2781,,,NGC3256,10 27 51,-43 54 20,277.37125,11.72439,,Pec,99.0,56,100,,,12.15,1.58,6.00,W,6.00,,S,D,
SN 2015av,20 29 36.45,-43 50 27.7,Ic,2015-11-16,17.60,D,,,6712,,,E285-G20,20 29 38,-43 50 28,356.75138,-35.62462,,Sbc,3.9,65,88,,,14.70,1.13,13.00,W,1.00,,N,D,
SN 1981C,13 21 13.00,-43 42 18.0,,1981-03-02,14.50,D,,,3313,,?,NGC5090,13 21 13,-43 42 18,308.61164,18.83810,G,E,-5.0,,,,,12.59,1.40,15.00,E,20.00,,S,D,
SN 1958F,13 20 40.00,-43 42 07.0,,1958-06-13,16.00,D,,,3905,,?,NGC5082,13 20 40,-43 42 07,308.50776,18.85313,G,S0,-1.8,61,23,,,13.69,1.21,25.00,W,0.00,,,D,
SN 1996ag,21 46 50.47,-43 41 50.4,?,1996-06-12,20.50,D,R,0.1400,,,,A214650-4341,21 46 50,-43 41 50,356.38605,-49.53429,,,,,,,,,,1.70,E,0.40,,S,D,
SN 2012cl,10 14 50.93,-43 37 48.8,II P,2012-05-10,16.00,D,,,3060,,,E263-G23,10 14 57,-43 37 09,275.22343,10.65817,,S0/a,0.2,75,79,,,13.85,1.34,69.80,W,40.20,,S,D,
SN 2012dj,23 14 47.98,-43 36 22.3,Ib/c,2012-07-01,15.30,D,,,1650,,,NGC7531,23 14 48,-43 36 00,346.40715,-64.48628,,Sbc,4.0,66,15,,,12.04,1.65,5.00,W,23.00,,S,D,
SN 2014bz,13 56 04.19,-43 35 09.9,Ia,2014-05-06,16.90,D,R,,6780,,,PGC0547157,13 56 03,-43 34 32,315.15074,17.74693,,,,51,166,,,16.50,0.73,12.00,E,36.00,,S,D,
SN 2010gh,15 05 13.46,-43 30 59.6,II P,2010-07-13,16.90,D,,,4757,Y,,IC4523,15 05 11,-43 30 34,327.14689,12.97615,,Sc,5.0,44,,,,13.66,1.29,31.90,E,25.80,,S,D,
SN 2011dg,15 05 09.10,-43 30 46.2,II P,2011-05-18,17.00,D,,,4757,Y,,IC4523,15 05 11,-43 30 34,327.13713,12.98600,,Sc,5.0,44,,,,13.66,1.29,15.50,W,12.40,,S,D,
SN 2010iv,04 03 52.23,-43 25 38.5,Ia,2010-10-15,17.40,D,,,22200,,,A040352-4325,04 03 52,-43 25 38,248.78605,-48.16293,,,,,,:,,,,,,,,,D,
SN 1996L,11 38 37.80,-43 25 13.8,IIn,1996-03-12,18.50,:,B,,9900,,,E266-G10,11 38 36,-43 25 13,289.16998,17.49715,,S:,1.6,37,125,,,15.41,0.91,20.50,E,2.20,,N,:,
SN 2009G,14 31 38.34,-43 25 02.8,II P,2009-01-05,16.50,D,,,1948,,,IC4444,14 31 39,-43 25 09,321.57222,15.79803,,Sbc:,4.0,34,78,,,12.00,1.24,3.10,W,3.10,,N,D,
SN 1995Q,20 16 29.51,-43 24 24.6,II,1995-05-31,18.00,D,,,,,,A201629-4324,20 16 29,-43 24 24,356.95713,-33.21783,,,,,,,,,,20.50,E,5.10,,S,D,
SN 2011hs,22 57 11.77,-43 23 04.8,IIb,2011-11-12,15.50,D,,,1750,,,IC5267,22 57 14,-43 23 46,350.26381,-61.80089,,S0:,-2.0,42,140,,,11.43,1.72,20.00,W,41.00,,N,D,
SN 2007it,14 18 25.57,-43 22 54.2,II,2007-09-13,13.50,D,,,1194,,,NGC5530,14 18 27,-43 23 19,319.26159,16.71471,,Sbc,4.0,62,127,,,11.83,1.62,24.00,W,25.00,,N,D,
SN 2008ig,12 58 05.70,-43 20 03.6,Ia,2008-12-15,15.80,D,,,9026,,,E269-G20,12 58 08,-43 19 48,304.21619,19.52081,,Pec,99.0,55,88,,,14.57,1.24,24.00,W,16.00,,S,D,
SN 2011hp,12 16 25.47,-43 19 46.9,Ic,2011-11-03,15.70,D,,,1899,Y,,NGC4219,12 16 27,-43 19 27,296.20500,19.08425,,Sbc,4.0,73,36,,,12.71,1.63,20.00,W,14.00,,S,D,
SN 2012hv,12 47 29.30,-43 19 44.3,II P,2012-12-16,16.10,D,,,3313,,,NGC4681,12 47 29,-43 20 05,302.16980,19.53693,,Sab,2.0,29,171,,,13.44,1.13,5.50,E,21.20,,N,D,
SN 2011am,12 16 26.00,-43 19 20.0,Ib,2011-02-27,17.40,D,,,1899,Y,,NGC4219,12 16 27,-43 19 27,296.20555,19.09188,,Sbc,4.0,73,36,,,12.71,1.63,11.90,W,6.50,,N,D,
SN 1978I,21 41 30.00,-43 11 00.0,,1978-07,21.40,D,B,,,,,A214130-4311,21 41 30,-43 11,357.36223,-48.64237,G,E:,,,,,,22.20,,1.00,W,0.00,,,D,
